ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,LowDoc,DisbursementGross,MIS_Status,GrAppv,sector,isFranchise,sameState,backRealEstate,Portion
2007,45,2,1.0,0,2,1,Y,N,23556.0,CHGOFF,10000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2002,57,6,1.0,0,6,1,Y,N,49204.0,CHGOFF,50000.0,Retail_trade,No Franchise,0,0,0.5
2005,41,7,1.0,2,7,1,Y,N,98510.0,CHGOFF,50000.0,Finance_insurance,No Franchise,0,0,0.5
2006,33,1,2.0,0,1,1,N,N,25324.0,CHGOFF,10000.0,Retail_trade,No Franchise,0,0,0.5
2008,52,7,1.0,0,7,1,N,N,20000.0,CHGOFF,20000.0,Accommodation_food_serv,No Franchise,1,0,0.85
2005,20,2,2.0,5,0,1,N,N,321925.0,CHGOFF,321960.0,Other_no_pub,Franchise,0,0,0.75
2004,13,1,2.0,0,0,1,N,N,23900.0,CHGOFF,25000.0,Other_no_pub,No Franchise,1,0,0.5
2005,4,1,1.0,0,1,1,N,N,50000.0,CHGOFF,50000.0,Wholesale_trade,No Franchise,0,0,0.5
2004,38,17,1.0,0,17,1,Y,N,1480090.0,CHGOFF,150000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2005,28,1,1.0,0,0,1,Y,N,22444.0,CHGOFF,10000.0,Retail_trade,No Franchise,0,0,0.5
2008,58,1,1.0,0,1,1,Y,N,80372.0,CHGOFF,35000.0,RE_rental_leasing,No Franchise,1,0,0.5
2007,62,2,2.0,2,2,1,N,N,15000.0,CHGOFF,15000.0,Retail_trade,No Franchise,0,0,0.85
2005,29,6,1.0,0,6,1,Y,N,36830.0,CHGOFF,25000.0,Manufacturing,No Franchise,0,0,0.5
2004,3,6,1.0,0,6,1,Y,N,41860.0,CHGOFF,25000.0,Health_care_social_ass,No Franchise,0,0,0.5
2006,40,5,1.0,1,5,1,Y,N,319524.0,CHGOFF,65000.0,Construction,No Franchise,0,0,0.5
2007,8,3,1.0,0,3,1,Y,N,13065.0,CHGOFF,10000.0,RE_rental_leasing,No Franchise,0,0,0.5
2002,121,10,1.0,0,0,2,N,N,200000.0,CHGOFF,200000.0,Retail_trade,No Franchise,0,0,0.75
2007,71,10,1.0,0,10,1,Y,N,43500.0,CHGOFF,35000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2011,2,3,1.0,3,3,1,Y,N,31021.0,CHGOFF,20000.0,Retail_trade,No Franchise,1,0,0.5
2006,3,1,2.0,1,1,1,N,N,320000.0,CHGOFF,320000.0,Retail_trade,No Franchise,0,0,0.75
2007,39,14,1.0,1,5,1,Y,N,21216.0,CHGOFF,10000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2005,1,2,1.0,6,2,1,Y,N,118500.0,CHGOFF,50000.0,Other_no_pub,No Franchise,1,0,0.5
2004,18,1,1.0,0,1,1,Y,N,32700.0,CHGOFF,15000.0,Construction,No Franchise,0,0,0.5
2006,19,2,1.0,0,2,1,Y,N,70959.0,CHGOFF,25000.0,Retail_trade,No Franchise,0,0,0.5
2007,112,2,2.0,0,2,1,N,N,25000.0,CHGOFF,25000.0,Accommodation_food_serv,No Franchise,0,0,0.85
2003,29,8,1.0,0,8,1,Y,N,144000.0,CHGOFF,144000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2009,98,2,2.0,1,1,1,N,N,65000.0,CHGOFF,65000.0,Manufacturing,No Franchise,1,0,0.85
2008,24,3,1.0,0,3,1,Y,N,66478.0,CHGOFF,40000.0,Manufacturing,No Franchise,0,0,0.5
2006,46,4,1.0,1,4,1,Y,N,178665.0,CHGOFF,86300.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,23,3,1.0,0,3,1,Y,N,45776.0,CHGOFF,20000.0,RE_rental_leasing,No Franchise,0,0,0.5
2005,26,20,1.0,0,20,1,Y,N,16087.0,CHGOFF,5000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2006,50,1,1.0,0,1,1,N,N,71000.0,CHGOFF,37500.0,Wholesale_trade,No Franchise,0,0,0.5
2008,54,2,2.0,1,3,1,Y,N,25000.0,CHGOFF,25000.0,Wholesale_trade,No Franchise,0,0,0.85
2005,14,2,1.0,0,0,1,Y,N,26249.0,CHGOFF,20000.0,Retail_trade,No Franchise,0,0,0.5
2005,37,8,1.0,0,8,2,Y,N,414798.0,CHGOFF,100000.0,RE_rental_leasing,No Franchise,0,0,0.5
2007,91,1,2.0,2,1,1,N,N,79800.0,CHGOFF,79800.0,Arts_enter_recreation,No Franchise,0,0,0.85
2001,16,3,1.0,0,3,1,Y,N,90814.0,CHGOFF,75000.0,Retail_trade,No Franchise,0,0,0.5
2007,58,2,1.0,2,2,1,N,N,10000.0,CHGOFF,10000.0,Trans_Ware,No Franchise,0,0,0.85
2007,65,1,2.0,4,1,1,N,N,52000.0,CHGOFF,52000.0,Manufacturing,No Franchise,1,0,0.85
2006,50,2,1.0,0,2,1,N,N,14500.0,CHGOFF,14500.0,Accommodation_food_serv,No Franchise,0,0,0.5
2007,26,3,1.0,0,3,1,Y,N,45000.0,CHGOFF,30000.0,Retail_trade,No Franchise,0,0,0.5
2005,35,1,1.0,10,11,1,N,N,9686.0,CHGOFF,10000.0,Arts_enter_recreation,No Franchise,0,0,0.5
2007,57,15,1.0,3,15,1,N,N,35000.0,CHGOFF,35000.0,Other_no_pub,No Franchise,0,0,0.5
2007,54,2,1.0,1,2,2,N,N,25160.0,CHGOFF,18700.0,Trans_Ware,No Franchise,0,0,0.5
2009,55,11,1.0,5,11,1,N,N,600000.0,CHGOFF,600000.0,Wholesale_trade,No Franchise,1,0,0.9
2004,28,5,1.0,0,0,1,N,N,25000.0,CHGOFF,25000.0,Construction,No Franchise,1,0,0.5
2008,47,3,1.0,0,3,1,N,N,100000.0,CHGOFF,100000.0,Retail_trade,No Franchise,1,0,0.5
2007,42,1,2.0,0,0,1,N,N,20000.0,CHGOFF,20000.0,Other_no_pub,No Franchise,1,0,0.85
2006,80,4,1.0,1,4,1,N,N,50000.0,CHGOFF,50000.0,Wholesale_trade,No Franchise,1,0,0.5
2008,55,10,1.0,1,10,1,Y,N,101570.0,CHGOFF,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2006,67,5,1.0,0,5,1,Y,N,25000.0,CHGOFF,25000.0,Finance_insurance,No Franchise,0,0,0.5
2007,52,1,2.0,0,1,2,Y,N,55678.0,CHGOFF,25000.0,RE_rental_leasing,No Franchise,1,0,0.5
2007,45,1,1.0,0,1,1,Y,N,37793.0,CHGOFF,13000.0,Other_no_pub,No Franchise,0,0,0.5
2006,25,2,1.0,12,14,1,Y,N,47225.0,CHGOFF,25000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2007,61,12,1.0,3,12,1,N,N,100000.0,CHGOFF,100000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,55,1,1.0,0,1,1,Y,N,125000.0,CHGOFF,50000.0,Construction,No Franchise,0,0,0.5
2006,47,1,1.0,2,1,1,Y,N,308059.0,CHGOFF,100000.0,RE_rental_leasing,No Franchise,0,0,0.5
2007,69,3,1.0,3,6,1,N,N,20000.0,CHGOFF,20000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.85
2003,59,6,1.0,0,6,1,Y,N,10000.0,CHGOFF,10000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2005,30,6,2.0,0,6,2,N,N,9920.0,CHGOFF,12000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,5,1,1.0,2,1,1,Y,N,109967.0,CHGOFF,25000.0,Retail_trade,No Franchise,0,0,0.5
2006,10,8,1.0,2,8,1,Y,N,92946.0,CHGOFF,25000.0,Manufacturing,No Franchise,0,0,0.5
2006,6,1,1.0,0,1,2,Y,N,37059.0,CHGOFF,20000.0,RE_rental_leasing,No Franchise,0,0,0.5
2005,35,8,1.0,0,8,2,N,N,75000.0,CHGOFF,75000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2008,96,4,1.0,4,4,1,N,N,15000.0,CHGOFF,15000.0,Construction,No Franchise,0,0,0.85
2007,40,3,1.0,0,3,1,N,N,25000.0,CHGOFF,25000.0,Trans_Ware,No Franchise,0,0,0.85
2003,42,35,1.0,0,35,1,Y,N,29750.0,CHGOFF,30000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2007,61,15,1.0,0,15,1,N,N,15000.0,CHGOFF,15000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2005,58,5,2.0,0,5,1,Y,N,236430.0,CHGOFF,50000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2005,51,25,1.0,0,25,1,N,N,254900.0,CHGOFF,254900.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,69,7,1.0,0,7,2,Y,N,127402.0,CHGOFF,50000.0,RE_rental_leasing,No Franchise,0,0,0.5
2002,74,14,1.0,0,14,1,Y,N,249767.0,CHGOFF,250000.0,Manufacturing,No Franchise,0,0,0.5
2007,75,3,1.0,0,3,1,Y,N,34000.0,CHGOFF,20000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2005,11,8,2.0,0,0,1,Y,N,25000.0,CHGOFF,10000.0,Arts_enter_recreation,No Franchise,0,0,0.5
2006,52,3,1.0,2,5,1,Y,N,35961.0,CHGOFF,20000.0,Ag_fores_ﬁshi_hunting,No Franchise,0,0,0.5
2008,47,2,2.0,0,2,1,N,N,10000.0,CHGOFF,10000.0,Trans_Ware,No Franchise,0,0,0.5
2006,71,1,1.0,5,1,1,N,N,25000.0,CHGOFF,25000.0,Educational_services,No Franchise,0,0,0.5
2005,30,1,1.0,0,1,1,N,N,70000.0,CHGOFF,50000.0,Trans_Ware,No Franchise,0,0,0.5
2006,48,1,1.0,0,0,1,N,N,25000.0,CHGOFF,25000.0,Construction,No Franchise,0,0,0.5
2009,82,1,2.0,3,1,1,N,N,561000.0,CHGOFF,561000.0,Health_care_social_ass,No Franchise,1,0,0.9
2007,44,3,1.0,0,3,2,Y,N,17076.0,CHGOFF,15000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2005,37,2,2.0,1,3,1,Y,N,14164.0,CHGOFF,5000.0,Retail_trade,No Franchise,0,0,0.5
2007,75,7,1.0,0,7,1,Y,N,54926.0,CHGOFF,40000.0,RE_rental_leasing,No Franchise,0,0,0.5
2007,66,5,1.0,0,5,1,Y,N,19463.0,CHGOFF,10000.0,Trans_Ware,No Franchise,1,0,0.5
2006,74,15,1.0,0,15,2,N,N,30223.0,CHGOFF,25000.0,Accommodation_food_serv,No Franchise,1,0,0.5
2004,72,5,1.0,0,5,1,N,N,99993.0,CHGOFF,100000.0,Other_no_pub,No Franchise,0,0,0.5
2002,44,15,1.0,0,15,1,Y,N,50000.0,CHGOFF,50000.0,Information,No Franchise,0,0,0.5
2010,43,17,2.0,6,23,1,N,N,39600.0,CHGOFF,39600.0,Accommodation_food_serv,No Franchise,0,0,0.5
2008,39,6,1.0,3,9,1,Y,N,70361.0,CHGOFF,30000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2006,29,1,2.0,0,1,1,N,N,25000.0,CHGOFF,25000.0,Arts_enter_recreation,No Franchise,0,0,0.5
2001,82,24,2.0,0,0,1,N,N,500000.0,CHGOFF,500000.0,Accommodation_food_serv,Franchise,0,0,0.75
2005,82,20,1.0,0,0,1,N,N,240000.0,CHGOFF,270000.0,Accommodation_food_serv,Franchise,0,0,0.75
2005,3,29,1.0,3,29,1,Y,N,148721.0,CHGOFF,60000.0,Retail_trade,No Franchise,0,0,0.5
2005,74,2,1.0,25,27,1,Y,N,22402.0,CHGOFF,14000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2006,46,1,1.0,2,3,1,N,N,54941.0,CHGOFF,50000.0,Trans_Ware,No Franchise,0,0,0.5
2000,176,10,1.0,0,0,2,N,N,200000.0,CHGOFF,200000.0,Retail_trade,No Franchise,1,0,0.75
2006,21,4,1.0,0,4,1,Y,N,199919.0,CHGOFF,82800.0,Other_no_pub,No Franchise,0,0,0.5
2007,44,2,1.0,0,2,1,Y,N,122488.0,CHGOFF,50000.0,Construction,No Franchise,0,0,0.5
2007,70,5,1.0,1,1,1,N,N,35000.0,CHGOFF,35000.0,Other_no_pub,No Franchise,0,0,0.85
2001,90,1,2.0,0,0,2,N,N,85000.0,CHGOFF,85000.0,Manufacturing,No Franchise,1,0,0.85
2006,57,2,1.0,1,2,1,N,N,15000.0,CHGOFF,15000.0,Finance_insurance,No Franchise,0,0,0.5
2011,21,3,1.0,0,3,1,N,N,25000.0,CHGOFF,25000.0,Retail_trade,No Franchise,1,0,0.5
2008,300,4,1.0,1,4,2,N,N,229700.0,CHGOFF,229700.0,Educational_services,No Franchise,1,1,0.5
2006,29,2,2.0,0,2,2,Y,N,14475.0,CHGOFF,10000.0,Retail_trade,No Franchise,0,0,0.5
2005,20,5,1.0,0,0,2,N,N,50000.0,CHGOFF,50000.0,Construction,No Franchise,0,0,0.5
2008,35,3,1.0,2,5,2,Y,N,67100.0,CHGOFF,35000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2006,49,2,2.0,1,2,1,N,N,15000.0,CHGOFF,15000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.85
2009,30,1,1.0,4,5,1,Y,N,41514.0,CHGOFF,45000.0,Manufacturing,No Franchise,0,0,0.5
2006,37,2,1.0,0,2,1,Y,N,38195.0,CHGOFF,20000.0,Retail_trade,No Franchise,0,0,0.5
2006,59,2,2.0,2,4,1,N,N,195000.0,CHGOFF,195000.0,Accommodation_food_serv,No Franchise,0,0,0.75
2008,38,26,1.0,0,26,1,N,N,25000.0,CHGOFF,25000.0,Retail_trade,No Franchise,0,0,0.5
2001,28,1,1.0,0,1,1,Y,N,18725.0,CHGOFF,15000.0,Trans_Ware,No Franchise,0,0,0.5
2002,178,35,1.0,0,0,2,N,N,900000.0,CHGOFF,1300000.0,Educational_services,No Franchise,1,0,0.75
2004,60,2,2.0,0,0,1,Y,N,10000.0,CHGOFF,10000.0,Manufacturing,Franchise,0,0,0.5
2003,7,2,2.0,0,0,1,N,Y,75000.0,CHGOFF,75000.0,Admini_sup_and_waste_mgm_rem,Franchise,1,0,0.85
2004,43,6,1.0,0,0,1,N,N,25000.0,CHGOFF,25000.0,Manufacturing,No Franchise,1,0,0.5
2007,23,3,2.0,1,3,1,N,N,100000.0,CHGOFF,100000.0,Information,No Franchise,0,0,0.5
2007,60,8,1.0,0,8,1,Y,N,97618.0,CHGOFF,50000.0,Trans_Ware,No Franchise,1,0,0.5
2008,43,7,2.0,0,7,1,Y,N,46641.0,CHGOFF,25000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2003,2,40,1.0,10,50,1,Y,N,24000.0,CHGOFF,20000.0,Trans_Ware,No Franchise,0,0,0.5
2007,10,3,1.0,2,3,1,N,N,75000.0,CHGOFF,75000.0,Retail_trade,No Franchise,0,0,0.5
2006,24,10,1.0,2,12,1,Y,N,58790.0,CHGOFF,50000.0,Construction,No Franchise,0,0,0.5
2007,34,1,1.0,0,1,1,Y,N,83774.0,CHGOFF,25000.0,Construction,No Franchise,0,0,0.5
2008,55,1,2.0,0,1,1,N,N,25000.0,CHGOFF,25000.0,Other_no_pub,No Franchise,0,0,0.85
2007,59,1,2.0,0,1,1,Y,N,21000.0,CHGOFF,14000.0,Retail_trade,No Franchise,0,0,0.5
2006,44,3,1.0,0,3,1,Y,N,65000.0,CHGOFF,30000.0,Trans_Ware,No Franchise,0,0,0.5
2006,42,1,1.0,0,1,1,Y,N,49650.0,CHGOFF,25000.0,Construction,No Franchise,0,0,0.5
2007,93,1,2.0,1,1,1,N,N,15000.0,CHGOFF,15000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.85
2010,89,1,2.0,0,1,2,N,N,5000.0,CHGOFF,5000.0,Retail_trade,No Franchise,0,0,0.9
2008,67,1,2.0,0,1,1,N,N,25000.0,CHGOFF,25000.0,Retail_trade,No Franchise,0,0,0.85
2005,51,4,1.0,0,4,1,Y,N,98350.0,CHGOFF,95000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2006,5,6,1.0,1,6,1,N,N,50000.0,CHGOFF,50000.0,Construction,No Franchise,0,0,0.5
2007,47,3,2.0,1,1,1,N,N,25000.0,CHGOFF,25000.0,Accommodation_food_serv,Franchise,1,0,0.85
2005,74,3,2.0,4,7,1,N,N,710000.0,CHGOFF,710000.0,Accommodation_food_serv,No Franchise,0,0,0.75
2004,34,30,1.0,20,30,1,Y,N,53498.0,CHGOFF,50000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2009,67,2,2.0,6,0,1,N,N,25000.0,CHGOFF,25000.0,Other_no_pub,No Franchise,0,0,0.5
2008,34,45,1.0,0,45,1,N,N,21500.0,CHGOFF,21500.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,71,6,1.0,2,6,1,Y,N,70933.0,CHGOFF,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2005,10,65,1.0,0,65,1,Y,N,109013.0,CHGOFF,50000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2005,63,2,1.0,3,2,1,Y,N,42683.0,CHGOFF,25000.0,Wholesale_trade,No Franchise,0,0,0.5
2007,43,2,2.0,0,2,2,Y,N,53831.0,CHGOFF,25000.0,Construction,No Franchise,0,0,0.5
2007,50,10,1.0,0,10,1,Y,N,6886.0,CHGOFF,5000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2006,80,2,2.0,13,2,1,N,N,414000.0,CHGOFF,414000.0,Accommodation_food_serv,No Franchise,1,0,0.75
2006,44,2,1.0,0,0,1,Y,N,26941.0,CHGOFF,20000.0,Health_care_social_ass,No Franchise,1,0,0.5
2006,37,1,2.0,0,1,1,Y,N,20476.0,CHGOFF,12000.0,Retail_trade,No Franchise,0,0,0.5
2006,66,4,1.0,1,4,1,Y,N,56463.0,CHGOFF,50000.0,Construction,No Franchise,1,0,0.5
2006,65,1,2.0,1,1,1,Y,N,42572.0,CHGOFF,25000.0,Information,No Franchise,0,0,0.5
2007,55,4,1.0,0,4,1,N,N,57630.0,CHGOFF,70000.0,Other_no_pub,No Franchise,1,0,0.5
2006,53,1,1.0,0,1,1,N,N,47680.0,CHGOFF,48000.0,Retail_trade,No Franchise,0,0,0.5
2005,5,6,1.0,0,0,1,Y,N,103940.0,CHGOFF,50000.0,Health_care_social_ass,No Franchise,0,0,0.5
2006,32,1,1.0,1,1,1,N,N,25000.0,CHGOFF,25000.0,Trans_Ware,No Franchise,0,0,0.5
2007,40,8,1.0,2,8,1,Y,N,83359.0,CHGOFF,50000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2008,64,6,2.0,4,6,1,N,N,251262.0,CHGOFF,750000.0,Health_care_social_ass,No Franchise,0,0,0.75
2002,4,45,1.0,5,40,1,Y,N,262247.0,CHGOFF,100000.0,Construction,No Franchise,0,0,0.5
2004,16,2,1.0,0,2,1,Y,N,60515.0,CHGOFF,45000.0,Wholesale_trade,No Franchise,0,0,0.5
2009,42,3,2.0,3,1,1,N,N,50000.0,CHGOFF,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.9
2007,61,10,1.0,0,10,1,Y,N,60000.0,CHGOFF,50000.0,Construction,No Franchise,0,0,0.5
2007,67,2,1.0,0,2,1,Y,N,35000.0,CHGOFF,35000.0,Manufacturing,No Franchise,0,0,0.5
2000,113,2,2.0,0,0,2,N,N,105900.0,CHGOFF,105900.0,Manufacturing,No Franchise,1,0,0.75
2006,13,2,1.0,4,6,1,Y,N,36796.0,CHGOFF,25000.0,Manufacturing,No Franchise,0,0,0.5
2006,50,1,1.0,3,1,1,N,N,52321.0,CHGOFF,33000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,5,7,1.0,7,7,1,Y,N,186284.0,CHGOFF,50000.0,Manufacturing,No Franchise,0,0,0.5
2006,38,1,2.0,0,1,1,Y,N,36826.0,CHGOFF,20000.0,Trans_Ware,No Franchise,0,0,0.5
2007,70,8,1.0,0,8,1,Y,N,100000.0,CHGOFF,100000.0,Retail_trade,No Franchise,0,0,0.5
2007,36,2,1.0,0,2,1,Y,N,166121.0,CHGOFF,50000.0,Educational_services,No Franchise,0,0,0.5
2006,54,5,2.0,1,6,1,Y,N,68000.0,CHGOFF,50000.0,RE_rental_leasing,No Franchise,0,0,0.5
2007,8,1,2.0,1,1,1,N,N,50000.0,CHGOFF,50000.0,Wholesale_trade,No Franchise,0,0,0.5
2007,35,8,2.0,0,8,1,N,N,10303.0,CHGOFF,10400.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2005,32,20,1.0,0,0,2,N,N,1900000.0,CHGOFF,1900000.0,Construction,No Franchise,1,0,0.75
2005,5,1,1.0,0,1,1,Y,N,169417.0,CHGOFF,25000.0,Retail_trade,No Franchise,0,0,0.5
2006,61,2,1.0,0,2,1,Y,N,21000.0,CHGOFF,16000.0,Manufacturing,No Franchise,0,0,0.5
2006,42,2,1.0,0,2,1,Y,N,43426.0,CHGOFF,29000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2005,28,7,1.0,0,7,1,N,N,25000.0,CHGOFF,25000.0,Retail_trade,No Franchise,0,0,0.85
2006,15,8,1.0,0,8,1,N,N,32236.0,CHGOFF,50000.0,Other_no_pub,No Franchise,0,0,0.5
2006,12,3,1.0,10,3,1,Y,N,63584.0,CHGOFF,25000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2008,58,4,1.0,1,4,1,N,N,69100.0,CHGOFF,69100.0,Construction,No Franchise,0,0,0.5
2007,50,2,1.0,2,2,1,Y,N,240600.0,CHGOFF,50000.0,Retail_trade,No Franchise,0,0,0.5
2007,60,4,1.0,0,4,2,Y,N,131216.0,CHGOFF,35000.0,Wholesale_trade,No Franchise,0,0,0.5
2007,55,2,1.0,0,2,1,Y,N,187750.0,CHGOFF,45000.0,Retail_trade,No Franchise,0,0,0.5
2012,64,3,2.0,0,3,1,Y,N,21800.0,CHGOFF,20000.0,Ag_fores_ﬁshi_hunting,No Franchise,1,0,0.5
2006,39,30,1.0,5,30,1,N,N,100000.0,CHGOFF,100000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2007,45,4,1.0,1,4,1,N,N,75000.0,CHGOFF,75000.0,Wholesale_trade,No Franchise,0,0,0.5
2006,21,1,1.0,0,1,1,N,N,20000.0,CHGOFF,20000.0,Wholesale_trade,No Franchise,0,0,0.85
2007,73,15,1.0,0,15,1,Y,N,94631.0,CHGOFF,47500.0,Arts_enter_recreation,No Franchise,1,0,0.5
2005,37,2,1.0,2,4,2,N,N,20000.0,CHGOFF,20000.0,Wholesale_trade,No Franchise,0,0,0.5
2005,84,3,1.0,0,0,2,N,N,186000.0,CHGOFF,186000.0,Retail_trade,No Franchise,1,0,0.75
2006,48,3,1.0,0,3,2,N,N,60000.0,CHGOFF,35000.0,Construction,No Franchise,0,0,0.5
2007,53,1,2.0,0,1,2,N,N,20000.0,CHGOFF,20000.0,Retail_trade,No Franchise,0,0,0.5
2005,65,2,2.0,1,2,1,N,N,25000.0,CHGOFF,25000.0,Arts_enter_recreation,No Franchise,1,0,0.85
2006,13,1,1.0,0,1,1,Y,N,45182.0,CHGOFF,25000.0,Construction,No Franchise,0,0,0.5
2006,13,5,2.0,0,5,1,N,N,100000.0,CHGOFF,100000.0,Retail_trade,No Franchise,0,0,0.5
2007,39,1,1.0,1,2,1,Y,N,58087.0,CHGOFF,30000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2005,66,4,1.0,0,4,1,N,N,50000.0,CHGOFF,50000.0,Wholesale_trade,No Franchise,0,0,0.5
2011,55,6,1.0,0,6,2,Y,N,57106.0,CHGOFF,25000.0,Other_no_pub,No Franchise,0,0,0.5
2001,288,24,1.0,0,0,2,N,N,600000.0,CHGOFF,600000.0,Accommodation_food_serv,No Franchise,0,1,0.75
2005,43,1,1.0,0,1,1,N,N,25000.0,CHGOFF,25000.0,RE_rental_leasing,Franchise,0,0,0.85
2005,48,8,1.0,0,0,1,Y,N,60000.0,CHGOFF,50000.0,Other_no_pub,No Franchise,0,0,0.5
2006,56,3,1.0,0,3,1,N,N,154907.0,CHGOFF,80000.0,Manufacturing,No Franchise,0,0,0.5
2006,46,9,2.0,0,9,1,N,N,35000.0,CHGOFF,35000.0,Other_no_pub,No Franchise,0,0,0.5
2007,48,4,1.0,0,4,1,N,N,34800.0,CHGOFF,34800.0,Manufacturing,No Franchise,0,0,0.5
2005,40,3,1.0,0,3,1,N,N,85000.0,CHGOFF,85000.0,Construction,No Franchise,0,0,0.5
2005,46,5,1.0,0,0,2,N,N,35000.0,CHGOFF,35000.0,Retail_trade,No Franchise,0,0,0.5
2006,10,1,2.0,0,1,1,Y,N,30386.0,CHGOFF,10000.0,Educational_services,No Franchise,0,0,0.5
2006,36,13,1.0,0,13,1,N,N,158859.0,CHGOFF,100000.0,Retail_trade,No Franchise,0,0,0.5
2005,19,1,2.0,0,1,1,N,N,74255.0,CHGOFF,75000.0,Manufacturing,No Franchise,0,0,0.5
2007,71,12,1.0,3,15,1,N,N,64000.0,CHGOFF,35000.0,Construction,No Franchise,0,0,0.5
2010,98,3,1.0,0,3,1,N,N,15000.0,CHGOFF,15000.0,Retail_trade,No Franchise,1,0,0.85
2005,34,3,1.0,2,3,1,N,N,73997.0,CHGOFF,50000.0,Retail_trade,No Franchise,0,0,0.5
2006,48,2,2.0,10,2,1,Y,N,32598.0,CHGOFF,25000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2008,39,1,1.0,2,1,1,N,N,10000.0,CHGOFF,10000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.85
2005,36,3,1.0,1,3,2,N,N,50000.0,CHGOFF,50000.0,Finance_insurance,No Franchise,0,0,0.5
2007,31,5,2.0,0,5,1,Y,N,72500.0,CHGOFF,35000.0,Health_care_social_ass,No Franchise,0,0,0.5
2008,94,3,2.0,10,3,1,N,N,228500.0,CHGOFF,228500.0,Accommodation_food_serv,Franchise,0,0,0.75
2007,16,1,2.0,1,2,2,Y,N,47049.0,CHGOFF,30000.0,Retail_trade,No Franchise,0,0,0.5
2007,60,3,1.0,1,4,1,Y,N,9138.0,CHGOFF,5000.0,Wholesale_trade,No Franchise,0,0,0.85
2008,31,1,2.0,1,1,1,Y,N,44145.0,CHGOFF,25000.0,Other_no_pub,No Franchise,0,0,0.5
2006,61,3,1.0,0,3,1,Y,N,69000.0,CHGOFF,65000.0,Retail_trade,No Franchise,0,0,0.5
2008,104,2,1.0,1,2,1,N,N,12500.0,CHGOFF,12500.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.85
2006,38,3,1.0,5,3,2,Y,N,30000.0,CHGOFF,30000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2007,59,1,1.0,2,3,1,N,N,25000.0,CHGOFF,25000.0,Trans_Ware,No Franchise,0,0,0.85
2007,73,3,1.0,1,3,1,Y,N,50000.0,CHGOFF,25000.0,Construction,No Franchise,0,0,0.5
2007,75,1,1.0,0,1,1,Y,N,10017.0,CHGOFF,5000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2008,52,2,2.0,0,2,1,Y,N,64207.0,CHGOFF,35000.0,Retail_trade,No Franchise,0,0,0.5
2008,20,2,2.0,0,3,1,Y,N,139447.0,CHGOFF,60000.0,Construction,No Franchise,0,0,0.5
